Red Corner,Blue Corner,Weight Class,Title Fight,Result,Round,Time,Method,Red Corner Bonus Award,Blue Corner Bonus Award,Red Corner Country,Blue Corner Country,Red Corner Odds,Blue Corner Odds
VITOR BELFORT,WANDERLEI SILVA,UNLIMITED,NO TITLE,WINNER: VITOR BELFORT,1,0:44,KO/TKO,-,-,BRAZIL,-,-,-
EBENEZER BRAGA,JEREMY HORN,UNLIMITED,NO TITLE,WINNER: EBENEZER BRAGA,1,3:27,SUBMISSION,-,-,-,-,-,-
CESAR MARTUCCI,PAULO SANTOS,UNLIMITED,NO TITLE,WINNER: CESAR MARTUCCI,1,10:27,KO/TKO,-,-,-,-,-,-
TULIO PALHARES,ADRIANO SANTOS,UNLIMITED,NO TITLE,WINNER: TULIO PALHARES,1,9:00,KO/TKO,-,-,-,-,-,-
PAT MILETICH,JORGE PATINO,UNLIMITED,NO TITLE,WINNER: PAT MILETICH,3,3:00,DECISION - UNANIMOUS,-,-,-,-,-,-
BAS RUTTEN,TSUYOSHI KOSAKA,UNLIMITED,NO TITLE,WINNER: BAS RUTTEN,2,2:15,KO/TKO,-,-,-,-,-,-
PEDRO RIZZO,MARK COLEMAN,UNLIMITED,NO TITLE,WINNER: PEDRO RIZZO,2,3:00,DECISION - SPLIT,-,-,-,-,-,-
TITO ORTIZ,JERRY BOHLANDER,UNLIMITED,NO TITLE,WINNER: TITO ORTIZ,2,2:31,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
EVAN TANNER,DARREL GHOLAR,UNLIMITED,NO TITLE,WINNER: EVAN TANNER,1,7:57,SUBMISSION,-,-,-,-,-,-
MIKEY BURNETT,TOWNSEND SAUNDERS,UNLIMITED,NO TITLE,WINNER: MIKEY BURNETT,2,3:00,DECISION - UNANIMOUS,-,-,-,-,-,-
LAVERNE CLARK,FRANK CARACCI,UNLIMITED,NO TITLE,WINNER: LAVERNE CLARK,1,6:52,KO/TKO,-,-,-,-,-,-
GARY GOODRIDGE,ANDRE ROBERTS,UNLIMITED,NO TITLE,WINNER: GARY GOODRIDGE,1,0:43,KO/TKO,-,-,-,-,-,-
KEVIN RANDLEMAN,MAURICE SMITH,UNLIMITED,NO TITLE,WINNER: KEVIN RANDLEMAN,2,3:00,DECISION - UNANIMOUS,-,-,-,-,-,-
PETE WILLIAMS,JASON GODSEY,UNLIMITED,NO TITLE,WINNER: PETE WILLIAMS,1,1:56,SUBMISSION,-,-,-,-,-,-
TITO ORTIZ,GUY MEZGER,UNLIMITED,NO TITLE,WINNER: TITO ORTIZ,1,9:56,KO/TKO,-,-,-,-,-,-
EVAN TANNER,VALERI IGNATOV,UNLIMITED,NO TITLE,WINNER: EVAN TANNER,1,2:58,KO/TKO,-,-,-,-,-,-
JEREMY HORN,CHUCK LIDDELL,UNLIMITED,NO TITLE,WINNER: JEREMY HORN,1,12:00,SUBMISSION,-,-,-,-,-,-
SIONE LATU,JOEY ROBERTS,UNLIMITED,NO TITLE,WINNER: SIONE LATU,1,10:01,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
BAS RUTTEN,KEVIN RANDLEMAN,HEAVYWEIGHT,TITLE,WINNER: BAS RUTTEN,3,3:00,DECISION - SPLIT,-,-,-,-,-,-
PEDRO RIZZO,TRA TELLIGMAN,HEAVYWEIGHT,NO TITLE,WINNER: PEDRO RIZZO,1,4:30,KO/TKO,-,-,-,-,-,-
PETE WILLIAMS,TRAVIS FULTON,HEAVYWEIGHT,NO TITLE,WINNER: PETE WILLIAMS,1,6:28,SUBMISSION,-,-,-,-,-,-
WANDERLEI SILVA,TONY PETERRA,MIDDLEWEIGHT,NO TITLE,WINNER: WANDERLEI SILVA,1,2:53,KO/TKO,-,-,-,-,-,-
MARCELLO MELLO,DAVID ROBERTS,LIGHTWEIGHT,NO TITLE,WINNER: MARCELLO MELLO,1,1:23,KO/TKO,-,-,-,-,-,-
LAVERNE CLARK,FABIANO IHA,LIGHTWEIGHT,NO TITLE,WINNER: LAVERNE CLARK,1,1:21,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
RON WATERMAN,CHRIS CONDO,HEAVYWEIGHT,NO TITLE,WINNER: RON WATERMAN,1,0:28,KO/TKO,-,-,-,-,-,-
PAT MILETICH,ANDRE PEDERNEIRAS,UNLIMITED,NO TITLE,WINNER: PAT MILETICH,2,1:34,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
MAURICE SMITH,MARCO RUAS,UNLIMITED,NO TITLE,WINNER: MAURICE SMITH,1,5:00,KO/TKO,-,-,-,-,-,-
TSUYOSHI KOSAKA,TIM LAJCIK,UNLIMITED,NO TITLE,WINNER: TSUYOSHI KOSAKA,2,5:00,KO/TKO,-,-,-,-,-,-
JEREMY HORN,DAIJU TAKASE,UNLIMITED,NO TITLE,WINNER: JEREMY HORN,1,4:41,KO/TKO,-,-,-,-,-,-
PAUL JONES,FLAVIO MOURA,UNLIMITED,NO TITLE,WINNER: PAUL JONES,1,4:20,SUBMISSION,-,-,-,-,-,-
EUGENE JACKSON,ROYCE ALGER,UNLIMITED,NO TITLE,WINNER: EUGENE JACKSON,2,1:19,KO/TKO,-,-,-,-,-,-
ANDRE ROBERTS,RON WATERMAN,UNLIMITED,NO TITLE,WINNER: ANDRE ROBERTS,1,2:51,KO/TKO,-,-,-,-,-,-
TRAVIS FULTON,DAVID DODD,UNLIMITED,NO TITLE,WINNER: TRAVIS FULTON,2,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
FRANK SHAMROCK,TITO ORTIZ,UNLIMITED,NO TITLE,WINNER: FRANK SHAMROCK,4,4:42,KO/TKO,-,-,-,-,-,-
TIM LAJCIK,RON WATERMAN,UNLIMITED,NO TITLE,DRAW,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JEREMY HORN,JASON GODSEY,UNLIMITED,NO TITLE,WINNER: JEREMY HORN,1,2:08,SUBMISSION,-,-,-,-,-,-
CHUCK LIDDELL,PAUL JONES,UNLIMITED,NO TITLE,WINNER: CHUCK LIDDELL,1,3:53,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
MATT HUGHES,VALERI IGNATOV,UNLIMITED,NO TITLE,WINNER: MATT HUGHES,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JOHN LEWIS,LOWELL ANDERSON,UNLIMITED,NO TITLE,WINNER: JOHN LEWIS,3,0:13,KO/TKO,-,-,-,-,-,-
BRAD KOHLER,STEVE JUDSON,UNLIMITED,NO TITLE,WINNER: BRAD KOHLER,1,0:30,KO/TKO,-,-,-,-,-,-
JENS PULVER,ALFONSO ALCAREZ,UNLIMITED,NO TITLE,DRAW,2,5:00,DECISION - MAJORITY,-,-,-,-,-,-
KEVIN RANDLEMAN,PETE WILLIAMS,UNLIMITED,NO TITLE,WINNER: KEVIN RANDLEMAN,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
KENICHI YAMAMOTO,KATSUHISA FUJI,UNLIMITED,NO TITLE,WINNER: KENICHI YAMAMOTO,2,4:15,SUBMISSION,-,-,-,-,-,-
KENICHI YAMAMOTO,DAIJU TAKASE,UNLIMITED,NO TITLE,WINNER: KENICHI YAMAMOTO,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
KATSUHISA FUJI,MASUTATSU YANO,UNLIMITED,NO TITLE,WINNER: KATSUHISA FUJI,2,3:12,KO/TKO,-,-,-,-,-,-
PEDRO RIZZO,TSUYOSHI KOSAKA,UNLIMITED,NO TITLE,WINNER: PEDRO RIZZO,3,1:17,KO/TKO,-,-,-,-,-,-
JOE SLICK,JASON DELUCIA,UNLIMITED,NO TITLE,WINNER: JOE SLICK,1,1:28,KO/TKO,-,-,-,-,-,-
EUGENE JACKSON,KEICHIRO YAMAMIYA,UNLIMITED,NO TITLE,WINNER: EUGENE JACKSON,3,3:12,KO/TKO,-,-,-,-,-,-
TEDD WILLIAMS,STEVE JUDSON,UNLIMITED,NO TITLE,WINNER: TEDD WILLIAMS,1,3:23,KO/TKO,-,-,-,-,-,-
LANCE GIBSON,JERMAINE ANDRE,UNLIMITED,NO TITLE,WINNER: LANCE GIBSON,3,3:35,KO/TKO,-,-,-,-,-,-
DAVE MENNE,FABIANO IHA,UNLIMITED,NO TITLE,WINNER: DAVE MENNE,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
BOB COOK,TIKI GHOSN,UNLIMITED,NO TITLE,WINNER: BOB COOK,2,1:29,SUBMISSION,-,-,-,-,-,-
JENS PULVER,DAVID VELASQUEZ,UNLIMITED,NO TITLE,WINNER: JENS PULVER,2,2:41,KO/TKO,-,-,-,-,-,-
SCOTT ADAMS,IAN FREEMAN,UNLIMITED,NO TITLE,WINNER: SCOTT ADAMS,1,3:09,SUBMISSION,-,-,-,-,-,-
SHONIE CARTER,BRAD GUMM,UNLIMITED,NO TITLE,WINNER: SHONIE CARTER,2,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
TITO ORTIZ,WANDERLEI SILVA,UNLIMITED,NO TITLE,WINNER: TITO ORTIZ,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
RON WATERMAN,SATOSHI HONMA,UNLIMITED,NO TITLE,WINNER: RON WATERMAN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
IKUHISA MINOWA,JOE SLICK,UNLIMITED,NO TITLE,WINNER: IKUHISA MINOWA,3,1:54,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
SINAE KIKUTA,EUGENE JACKSON,UNLIMITED,NO TITLE,WINNER: SINAE KIKUTA,1,4:38,SUBMISSION,-,-,-,-,-,-
MURILO BUSTAMANTE,YOJI ANJO,UNLIMITED,NO TITLE,WINNER: MURILO BUSTAMANTE,2,0:31,SUBMISSION,-,-,-,-,-,-
LAVERNE CLARK,KOJI OISHI,UNLIMITED,NO TITLE,WINNER: LAVERNE CLARK,3,5:00,DECISION - MAJORITY,-,-,-,-,-,-
KEVIN RANDLEMAN,PEDRO RIZZO,UNLIMITED,NO TITLE,WINNER: KEVIN RANDLEMAN,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
PAT MILETICH,JOHN ALESSIO,UNLIMITED,NO TITLE,WINNER: PAT MILETICH,2,1:43,SUBMISSION,-,-,-,-,-,-
TYRONE ROBERTS,DAVID DODD,UNLIMITED,NO TITLE,WINNER: TYRONE ROBERTS,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
AMAURY BITETTI,ALEX ANDRADE,UNLIMITED,NO TITLE,WINNER: AMAURY BITETTI,2,0:43,DQ,-,-,-,-,-,-
MATT HUGHES,MARCELLO AGUIAR,UNLIMITED,NO TITLE,WINNER: MATT HUGHES,1,4:34,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
JENS PULVER,JOAO ROQUE,UNLIMITED,NO TITLE,WINNER: JENS PULVER,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
SHONIE CARTER,ADRIAN SERRANO,UNLIMITED,NO TITLE,WINNER: SHONIE CARTER,2,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
IAN FREEMAN,NATE SCHROEDER,UNLIMITED,NO TITLE,WINNER: IAN FREEMAN,2,2:13,KO/TKO,-,-,-,-,-,-
PEDRO RIZZO,DAN SEVERN,UNLIMITED,NO TITLE,WINNER: PEDRO RIZZO,1,1:33,KO/TKO,-,-,-,-,-,-
MAURICE SMITH,BOBBY HOFFMAN,UNLIMITED,NO TITLE,WINNER: MAURICE SMITH,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
IAN FREEMAN,TEDD WILLIAMS,UNLIMITED,NO TITLE,WINNER: IAN FREEMAN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JEREMY HORN,EUGENE JACKSON,UNLIMITED,NO TITLE,WINNER: JEREMY HORN,1,4:32,SUBMISSION,-,-,-,-,-,-
YUKI KONDO,ALEXANDRE DANTAS,UNLIMITED,NO TITLE,WINNER: YUKI KONDO,3,2:28,KO/TKO,-,-,-,-,-,-
FABIANO IHA,LAVERNE CLARK,UNLIMITED,NO TITLE,WINNER: FABIANO IHA,1,1:10,SUBMISSION,-,-,-,-,-,-
JEFF MONSON,TIM LAJCIK,UNLIMITED,NO TITLE,WINNER: JEFF MONSON,2,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
BRAD GUMM,CJ FERNANDES,UNLIMITED,NO TITLE,DRAW,2,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
RANDY COUTURE,KEVIN RANDLEMAN,UNLIMITED,NO TITLE,WINNER: RANDY COUTURE,3,4:13,KO/TKO,-,-,-,-,-,-
JOSH BARNETT,GAN MCGEE,UNLIMITED,NO TITLE,WINNER: JOSH BARNETT,2,4:34,KO/TKO,-,-,-,-,-,-
RENATO SOBRAL,MAURICE SMITH,UNLIMITED,NO TITLE,WINNER: RENATO SOBRAL,3,5:00,DECISION - MAJORITY,-,-,-,-,-,-
ANDREI ARLOVSKI,AARON BRINK,UNLIMITED,NO TITLE,WINNER: ANDREI ARLOVSKI,1,0:55,SUBMISSION,-,-,UNITED STATES,-,-,-
JENS PULVER,JOHN LEWIS,UNLIMITED,NO TITLE,WINNER: JENS PULVER,1,0:15,KO/TKO,-,-,-,-,-,-
MARK HUGHES,ALEX STEIBLING,UNLIMITED,NO TITLE,WINNER: MARK HUGHES,2,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
BEN EARWOOD,CHRIS LYTLE,UNLIMITED,NO TITLE,WINNER: BEN EARWOOD,2,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
TITO ORTIZ,YUKI KONDO,UNLIMITED,NO TITLE,WINNER: TITO ORTIZ,1,1:52,SUBMISSION,-,-,-,-,-,-
PAT MILETICH,KENICHI YAMAMOTO,UNLIMITED,NO TITLE,WINNER: PAT MILETICH,2,1:58,SUBMISSION,-,-,-,-,-,-
MATT LINDLAND,YOJI ANJO,UNLIMITED,NO TITLE,WINNER: MATT LINDLAND,1,2:58,KO/TKO,-,-,-,-,-,-
EVAN TANNER,LANCE GIBSON,UNLIMITED,NO TITLE,WINNER: EVAN TANNER,1,4:58,KO/TKO,-,-,-,-,-,-
CHUCK LIDDELL,JEFF MONSON,UNLIMITED,NO TITLE,WINNER: CHUCK LIDDELL,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MATT HUGHES,DENNIS HALLMAN,UNLIMITED,NO TITLE,WINNER: DENNIS HALLMAN,1,0:20,SUBMISSION,-,-,-,-,-,-
FABIANO IHA,DAIJU TAKASE,UNLIMITED,NO TITLE,WINNER: FABIANO IHA,1,2:24,KO/TKO,-,-,-,-,-,-
RANDY COUTURE,PEDRO RIZZO,HEAVYWEIGHT,TITLE,WINNER: RANDY COUTURE,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
CARLOS NEWTON,PAT MILETICH,WELTERWEIGHT,TITLE,WINNER: PAT MILETICH,3,2:50,SUBMISSION,-,-,-,-,-,-
SEMMY SCHILT,PETE WILLIAMS,HEAVYWEIGHT,NO TITLE,WINNER: PETE WILLIAMS,2,1:28,KO/TKO,-,-,-,-,-,-
MATT LINDLAND,RICARDO ALMEIDA,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: MATT LINDLAND,3,4:21,DQ,-,-,-,-,-,-
CHUCK LIDDELL,KEVIN RANDLEMAN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: CHUCK LIDDELL,1,1:18,KO/TKO,-,-,-,-,-,-
SHONIE CARTER,MATT SERRA,WELTERWEIGHT,NO TITLE,WINNER: MATT SERRA,3,4:51,KO/TKO,-,-,-,-,-,-
BJ PENN,JOEY GILBERT,LIGHTWEIGHT,NO TITLE,WINNER: BJ PENN,1,4:57,KO/TKO,-,-,-,-,-,-
TONY DESOUZA,STEVE BERGER,WELTERWEIGHT,NO TITLE,WINNER: STEVE BERGER,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
TITO ORTIZ,ELVIS SINOSIC,LIGHT HEAVYWEIGHT,TITLE,WINNER: TITO ORTIZ,1,3:32,KO/TKO,-,-,-,-,-,-
BJ PENN,DIN THOMAS,LIGHTWEIGHT,NO TITLE,WINNER: BJ PENN,1,2:42,KO/TKO,-,-,-,-,-,-
JOSH BARNETT,SEMMY SCHILT,HEAVYWEIGHT,NO TITLE,WINNER: SEMMY SCHILT,1,4:21,SUBMISSION,-,-,-,-,-,-
PAT MILETICH,SHONIE CARTER,WELTERWEIGHT,NO TITLE,WINNER: PAT MILETICH,2,2:42,KO/TKO,-,-,-,-,-,-
CAOL UNO,FABIANO IHA,LIGHTWEIGHT,NO TITLE,WINNER: CAOL UNO,1,1:48,KO/TKO,-,-,-,-,-,-
VLADIMIR MATYUSHENKO,YUKI KONDO,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: YUKI KONDO,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
RICCO RODRIGUEZ,ANDREI ARLOVSKI,HEAVYWEIGHT,NO TITLE,WINNER: ANDREI ARLOVSKI,3,1:23,KO/TKO,-,-,-,UNITED STATES,-,-
TONY DESOUZA,PAUL RODRIGUEZ,LIGHTWEIGHT,NO TITLE,WINNER: PAUL RODRIGUEZ,1,1:05,SUBMISSION,-,-,-,-,-,-
TITO ORTIZ,VLADIMIR MATYUSHENKO,LIGHT HEAVYWEIGHT,TITLE,WINNER: TITO ORTIZ,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JENS PULVER,DENNIS HALLMAN,LIGHTWEIGHT,TITLE,WINNER: JENS PULVER,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
DAVE MENNE,GIL CASTILLO,MIDDLEWEIGHT,TITLE,WINNER: DAVE MENNE,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
CHUCK LIDDELL,MURILO BUSTAMANTE,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: CHUCK LIDDELL,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MATT SERRA,YVES EDWARDS,WELTERWEIGHT,NO TITLE,WINNER: MATT SERRA,3,5:00,DECISION - MAJORITY,-,-,-,-,-,-
RICARDO ALMEIDA,EUGENE JACKSON,MIDDLEWEIGHT,NO TITLE,WINNER: EUGENE JACKSON,1,4:06,SUBMISSION,-,-,-,-,-,-
DIN THOMAS,FABIANO IHA,LIGHTWEIGHT,NO TITLE,WINNER: FABIANO IHA,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JUTARO NAKAO,TONY DESOUZA,WELTERWEIGHT,NO TITLE,WINNER: TONY DESOUZA,2,0:15,KO/TKO,-,-,-,-,-,-
RANDY COUTURE,PEDRO RIZZO,HEAVYWEIGHT,TITLE,WINNER: RANDY COUTURE,3,3:22,KO/TKO,-,-,-,-,-,-
MATT HUGHES,CARLOS NEWTON,WELTERWEIGHT,TITLE,WINNER: CARLOS NEWTON,2,1:27,KO/TKO,-,-,-,-,-,-
BJ PENN,CAOL UNO,LIGHTWEIGHT,NO TITLE,WINNER: BJ PENN,1,0:11,KO/TKO,-,-,-,-,-,-
RICCO RODRIGUEZ,PETE WILLIAMS,HEAVYWEIGHT,NO TITLE,WINNER: RICCO RODRIGUEZ,2,4:02,KO/TKO,-,-,-,-,-,-
JOSH BARNETT,BOBBY HOFFMAN,HEAVYWEIGHT,NO TITLE,WINNER: JOSH BARNETT,2,4:25,KO/TKO,-,-,-,-,-,-
EVAN TANNER,HOMER MOORE,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: EVAN TANNER,2,0:55,SUBMISSION,-,-,-,-,-,-
MATT LINDLAND,PHIL BARONI,MIDDLEWEIGHT,NO TITLE,WINNER: MATT LINDLAND,3,5:00,DECISION - MAJORITY,-,-,-,-,-,-
FRANK MIR,ROBERTO TRAVEN,HEAVYWEIGHT,NO TITLE,WINNER: FRANK MIR,1,1:05,SUBMISSION,-,-,-,-,-,-
JENS PULVER,BJ PENN,LIGHTWEIGHT,TITLE,WINNER: JENS PULVER,5,5:00,DECISION - MAJORITY,-,-,-,-,-,-
MURILO BUSTAMANTE,DAVE MENNE,MIDDLEWEIGHT,TITLE,WINNER: DAVE MENNE,2,0:44,KO/TKO,-,-,-,-,-,-
RICCO RODRIGUEZ,JEFF MONSON,HEAVYWEIGHT,NO TITLE,WINNER: RICCO RODRIGUEZ,3,3:00,KO/TKO,-,-,-,-,-,-
CHUCK LIDDELL,AMAR SULOEV,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: CHUCK LIDDELL,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
KEVIN RANDLEMAN,RENATO SOBRAL,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: KEVIN RANDLEMAN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
ANDREI SEMENOV,RICARDO ALMEIDA,MIDDLEWEIGHT,NO TITLE,WINNER: ANDREI SEMENOV,2,2:01,KO/TKO,-,-,-,-,-,-
EUGENE JACKSON,KEITH ROCKEL,MIDDLEWEIGHT,NO TITLE,WINNER: EUGENE JACKSON,2,1:14,SUBMISSION,-,-,-,-,-,-
GIL CASTILLO,CHRIS BRENNAN,WELTERWEIGHT,NO TITLE,WINNER: GIL CASTILLO,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JOSH BARNETT,RANDY COUTURE,HEAVYWEIGHT,TITLE,WINNER: RANDY COUTURE,2,4:35,KO/TKO,-,-,-,-,-,-
MATT HUGHES,HAYATO SAKURAI,WELTERWEIGHT,TITLE,WINNER: MATT HUGHES,4,3:01,KO/TKO,-,-,-,-,-,-
PEDRO RIZZO,ANDREI ARLOVSKI,HEAVYWEIGHT,NO TITLE,WINNER: PEDRO RIZZO,3,1:45,KO/TKO,-,-,-,UNITED STATES,-,-
FRANK MIR,PETE WILLIAMS,HEAVYWEIGHT,NO TITLE,WINNER: FRANK MIR,1,0:46,SUBMISSION,-,-,-,-,-,-
MATT LINDLAND,PAT MILETICH,MIDDLEWEIGHT,NO TITLE,WINNER: MATT LINDLAND,1,3:09,KO/TKO,-,-,-,-,-,-
EVAN TANNER,ELVIS SINOSIC,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: EVAN TANNER,1,2:06,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
MATT SERRA,KELLY DULLANTY,LIGHTWEIGHT,NO TITLE,WINNER: MATT SERRA,1,2:58,SUBMISSION,-,-,-,-,-,-
SEAN SHERK,JUTARO NAKAO,WELTERWEIGHT,NO TITLE,WINNER: SEAN SHERK,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MURILO BUSTAMANTE,MATT LINDLAND,MIDDLEWEIGHT,TITLE,WINNER: MURILO BUSTAMANTE,3,1:33,SUBMISSION,-,-,-,-,-,-
RICCO RODRIGUEZ,TSUYOSHI KOSAKA,HEAVYWEIGHT,NO TITLE,WINNER: RICCO RODRIGUEZ,2,3:25,KO/TKO,-,-,-,-,-,-
PHIL BARONI,AMAR SULOEV,MIDDLEWEIGHT,NO TITLE,WINNER: PHIL BARONI,1,2:59,KO/TKO,-,-,-,-,-,-
BJ PENN,PAUL CREIGHTON,LIGHTWEIGHT,NO TITLE,WINNER: BJ PENN,2,3:23,KO/TKO,-,-,-,-,-,-
CAOL UNO,YVES EDWARDS,LIGHTWEIGHT,NO TITLE,WINNER: CAOL UNO,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
IVAN SALAVERRY,ANDREI SEMENOV,MIDDLEWEIGHT,NO TITLE,WINNER: IVAN SALAVERRY,3,2:27,KO/TKO,-,-,-,-,-,-
BENJI RADACH,STEVE BERGER,WELTERWEIGHT,NO TITLE,DRAW,1,0:27,OVERTURNED,-,-,-,-,-,-
ROBBIE LAWLER,AARON RILEY,WELTERWEIGHT,NO TITLE,WINNER: ROBBIE LAWLER,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-,-
CHUCK LIDDELL,VITOR BELFORT,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: CHUCK LIDDELL,3,5:00,DECISION - UNANIMOUS,-,-,-,BRAZIL,-,-
ANTHONY FRYKLUND,RODRIGO RUAS,MIDDLEWEIGHT,NO TITLE,WINNER: ANTHONY FRYKLUND,2,3:34,KO/TKO,-,-,-,-,-,-
BENJI RADACH,NICK SERRA,WELTERWEIGHT,NO TITLE,WINNER: NICK SERRA,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
PETE SPRATT,ZACH LIGHT,WELTERWEIGHT,NO TITLE,WINNER: ZACH LIGHT,1,2:25,SUBMISSION,-,-,-,-,-,-
ROBBIE LAWLER,STEVE BERGER,WELTERWEIGHT,NO TITLE,WINNER: STEVE BERGER,2,0:27,KO/TKO,-,-,UNITED STATES,-,-,-
YVES EDWARDS,JOAO PIERINI,LIGHTWEIGHT,NO TITLE,WINNER: YVES EDWARDS,1,1:19,KO/TKO,-,-,-,-,-,-
MATT HUGHES,CARLOS NEWTON,WELTERWEIGHT,TITLE,WINNER: MATT HUGHES,4,3:37,KO/TKO,-,-,-,-,-,-
IAN FREEMAN,FRANK MIR,HEAVYWEIGHT,NO TITLE,WINNER: IAN FREEMAN,1,4:35,KO/TKO,-,-,-,-,-,-
PHILLIP MILLER,JAMES ZIKIC,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: PHILLIP MILLER,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MARK WEIR,EUGENE JACKSON,MIDDLEWEIGHT,NO TITLE,WINNER: MARK WEIR,1,0:10,KO/TKO,-,-,-,-,-,-
GENKI SUDO,LEIGH REMEDIOS,LIGHTWEIGHT,NO TITLE,WINNER: GENKI SUDO,2,1:38,SUBMISSION,-,-,-,-,-,-
RENATO SOBRAL,ELVIS SINOSIC,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: RENATO SOBRAL,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
EVAN TANNER,CHRIS HASEMAN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: EVAN TANNER,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
RICCO RODRIGUEZ,RANDY COUTURE,HEAVYWEIGHT,TITLE,WINNER: RANDY COUTURE,5,3:04,KO/TKO,-,-,-,-,-,-
BJ PENN,MATT SERRA,LIGHTWEIGHT,NO TITLE,WINNER: BJ PENN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
CAOL UNO,DIN THOMAS,LIGHTWEIGHT,NO TITLE,WINNER: DIN THOMAS,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
GAN MCGEE,PEDRO RIZZO,HEAVYWEIGHT,NO TITLE,WINNER: PEDRO RIZZO,1,5:00,KO/TKO,-,-,-,-,-,-
PHIL BARONI,DAVE MENNE,MIDDLEWEIGHT,NO TITLE,WINNER: DAVE MENNE,1,0:18,KO/TKO,-,-,-,-,-,-
TIM SYLVIA,WESLEY CORREIRA,HEAVYWEIGHT,NO TITLE,WINNER: TIM SYLVIA,2,1:43,KO/TKO,-,-,-,-,-,-
MATT LINDLAND,IVAN SALAVERRY,MIDDLEWEIGHT,NO TITLE,WINNER: MATT LINDLAND,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
SEAN SHERK,BENJI RADACH,WELTERWEIGHT,NO TITLE,WINNER: BENJI RADACH,1,4:16,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
TITO ORTIZ,KEN SHAMROCK,LIGHT HEAVYWEIGHT,TITLE,WINNER: TITO ORTIZ,3,5:00,KO/TKO,-,-,-,-,-,-
CHUCK LIDDELL,RENATO SOBRAL,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: CHUCK LIDDELL,1,2:55,KO/TKO,-,-,-,-,-,-
